Country,Code,Year,"Gross enrolment ratio, tertiary, gender parity index (GPI)"
Heavily indebted poor countries (HIPC),,2011,0.611400008
Heavily indebted poor countries (HIPC),,2012,0.630309999
Heavily indebted poor countries (HIPC),,2013,0.62729001
Heavily indebted poor countries (HIPC),,2014,0.623340011
High income,,1970,0.664139986
High income,,1971,0.662559986
High income,,1972,0.674719989
High income,,1973,0.709219992
High income,,1974,0.733349979
High income,,1975,0.757200003
High income,,1976,0.763710022
High income,,1977,0.805040002
High income,,1978,0.828999996
High income,,1979,0.85187
High income,,1980,0.870519996
High income,,1981,0.890079975
High income,,1982,0.900179982
High income,,1983,0.907850027
High income,,1984,0.917180002
High income,,1985,0.930289984
High income,,1986,0.942250013
High income,,1987,0.959150016
High income,,1988,0.98032999
High income,,1989,0.999949992
High income,,1990,1.034780025
High income,,1991,1.04282999
High income,,1992,1.065299988
High income,,1993,1.071689963
High income,,1994,1.078189969
High income,,1995,1.097270012
High income,,1996,1.105559945
High income,,1997,1.122799993
High income,,1998,1.131850004
High income,,1999,1.137709975
High income,,2000,1.141720057
High income,,2001,1.148630023
High income,,2002,1.173900008
High income,,2003,1.190029979
High income,,2004,1.208050013
High income,,2005,1.218090057
High income,,2006,1.226989985
High income,,2007,1.233260036
High income,,2008,1.238680005
High income,,2009,1.246490002
High income,,2010,1.250159979
High income,,2011,1.246320009
High income,,2012,1.244850039
High income,,2013,1.23029995
High income,,2014,1.224249959
Honduras,HND,1974,0.489969999
Honduras,HND,1975,0.518000007
Honduras,HND,1976,0.484950006
Honduras,HND,1977,0.582870007
Honduras,HND,1978,0.587769985
Honduras,HND,1980,0.608200014
Honduras,HND,1988,0.626460016
Honduras,HND,1989,0.645139992
Honduras,HND,1990,0.754700005
Honduras,HND,1991,0.788950026
Honduras,HND,1992,0.751349986
Honduras,HND,1993,0.799910009
Honduras,HND,1994,0.776369989
Honduras,HND,1999,1.252429962
Honduras,HND,2000,1.272089958
Honduras,HND,2003,1.413499951
Honduras,HND,2004,1.414340019
Honduras,HND,2008,1.511190057
Honduras,HND,2010,1.139269948
Honduras,HND,2012,1.359820008
Honduras,HND,2013,1.362220049
Honduras,HND,2014,1.351930022
Hong Kong,HKG,1971,0.473329991
Hong Kong,HKG,1972,0.428279996
Hong Kong,HKG,1973,0.424109995
Hong Kong,HKG,1974,0.395559996
Hong Kong,HKG,1975,0.403479993
Hong Kong,HKG,1976,0.372090012
Hong Kong,HKG,1977,0.416370004
Hong Kong,HKG,1979,0.479200006
Hong Kong,HKG,1980,0.500509977
Hong Kong,HKG,1982,0.541909993
Hong Kong,HKG,1983,0.563269973
Hong Kong,HKG,1984,0.57051003
Hong Kong,HKG,1992,0.695860028
Hong Kong,HKG,1993,0.734910011
Hong Kong,HKG,1994,0.758570015
Hong Kong,HKG,2003,0.987829983
Hong Kong,HKG,2004,0.995790005
Hong Kong,HKG,2005,0.975030005
Hong Kong,HKG,2006,0.952440023
Hong Kong,HKG,2007,0.948989987
Hong Kong,HKG,2008,0.958230019
Hong Kong,HKG,2009,0.950320005
Hong Kong,HKG,2010,0.987100005
Hong Kong,HKG,2011,1.047309995
Hong Kong,HKG,2012,1.069239974
Hong Kong,HKG,2013,1.127099991
Hong Kong,HKG,2014,1.152439952
Hungary,HUN,1971,0.774110019
Hungary,HUN,1972,0.824679971
Hungary,HUN,1973,0.879190028
Hungary,HUN,1974,0.897769988
Hungary,HUN,1975,0.932860017
Hungary,HUN,1976,0.97329998
Hungary,HUN,1977,1.038259983
Hungary,HUN,1978,1.065840006
Hungary,HUN,1979,1.053619981
Hungary,HUN,1980,1.048009992
Hungary,HUN,1981,1.033589959
Hungary,HUN,1982,1.088400006
Hungary,HUN,1983,1.113849998
Hungary,HUN,1984,1.169749975
Hungary,HUN,1985,1.178850055
Hungary,HUN,1986,1.205270052
Hungary,HUN,1987,1.207649946
Hungary,HUN,1988,1.195279956
Hungary,HUN,1989,1.189730048
Hungary,HUN,1990,1.082219958
Hungary,HUN,1991,1.060140014
Hungary,HUN,1992,1.056169987
Hungary,HUN,1993,1.071290016
Hungary,HUN,1994,1.120599985
Hungary,HUN,1995,1.128129959
Hungary,HUN,1996,1.186980009
Hungary,HUN,1997,1.189020038
Hungary,HUN,1998,1.229060054
Hungary,HUN,1999,1.240689993
Hungary,HUN,2000,1.224570036
Hungary,HUN,2001,1.27105999
Hungary,HUN,2002,1.294100046
Hungary,HUN,2003,1.367869973
Hungary,HUN,2004,1.396669984
Hungary,HUN,2005,1.461320043
Hungary,HUN,2006,1.463660002
Hungary,HUN,2007,1.455629945
Hungary,HUN,2008,1.434290051
Hungary,HUN,2009,1.36958003
Hungary,HUN,2010,1.354300022
Hungary,HUN,2011,1.320379972
Hungary,HUN,2012,1.300989985
Hungary,HUN,2013,1.284000039
Hungary,HUN,2014,1.287299991
Iceland,ISL,1971,0.356700003
Iceland,ISL,1972,0.391409993
Iceland,ISL,1973,0.444810003
Iceland,ISL,1974,0.472609997
Iceland,ISL,1975,0.547150016
Iceland,ISL,1976,0.625639975
Iceland,ISL,1977,0.675209999
Iceland,ISL,1978,0.739889979
Iceland,ISL,1981,1.052410007
Iceland,ISL,1983,1.07991004
Iceland,ISL,1984,1.118630052
Iceland,ISL,1986,1.287260056
Iceland,ISL,1989,1.309769988
Iceland,ISL,1990,1.318089962
Iceland,ISL,1991,1.387089968
Iceland,ISL,1992,1.453469992
Iceland,ISL,1993,1.397819996
Iceland,ISL,1994,1.420150042
Iceland,ISL,1995,1.401780009
Iceland,ISL,1996,1.477990031
Iceland,ISL,1997,1.460350037
Iceland,ISL,1998,1.547979951
Iceland,ISL,1999,1.687780023
Iceland,ISL,2000,1.661820054
Iceland,ISL,2001,1.711169958
Iceland,ISL,2002,1.750339985
Iceland,ISL,2003,1.790070057
Iceland,ISL,2004,1.86827004
Iceland,ISL,2005,1.91147995
Iceland,ISL,2006,1.873679996
Iceland,ISL,2007,1.86619997
Iceland,ISL,2008,1.891360044
Iceland,ISL,2009,1.87451005
Iceland,ISL,2010,1.801859975
Iceland,ISL,2011,1.704820037
Iceland,ISL,2012,1.723970056
Iceland,ISL,2013,1.801859975
Iceland,ISL,2014,1.704820037
India,IND,1971,0.289440006
India,IND,1973,0.293969989
India,IND,1976,0.33265999
India,IND,1977,0.358619988
India,IND,1978,0.360150009
India,IND,1979,0.38014999
India,IND,1980,0.377319992
India,IND,1981,0.389169991
India,IND,1982,0.419099987
India,IND,1983,0.418170005
India,IND,1984,0.418790013
India,IND,1985,0.44957
India,IND,1986,0.462639987
India,IND,1987,0.459769994
India,IND,1988,0.497779995
India,IND,1989,0.504320025
India,IND,1990,0.520839989
India,IND,1991,0.535560012
India,IND,1995,0.568639994
India,IND,1996,0.609679997
India,IND,1997,0.615260005
India,IND,2000,0.655539989
India,IND,2001,0.680719972
India,IND,2002,0.693880022
India,IND,2003,0.675369978
India,IND,2004,0.668600023
India,IND,2005,0.703859985
India,IND,2006,0.718739986
India,IND,2007,0.695749998
India,IND,2009,0.703419983
India,IND,2010,0.726119995
India,IND,2011,0.783879995
India,IND,2013,0.936029971
Indonesia,IDN,1970,0.321880013
Indonesia,IDN,1972,0.380380005
Indonesia,IDN,1976,0.401969999
Indonesia,IDN,1982,0.464549989
Indonesia,IDN,1983,0.48348999
Indonesia,IDN,1984,0.46371001
Indonesia,IDN,1985,0.488330007
Indonesia,IDN,1993,0.66790998
Indonesia,IDN,1995,0.63410002
Indonesia,IDN,1996,0.546429992
Indonesia,IDN,1999,0.836899996
Indonesia,IDN,2000,0.887430012
Indonesia,IDN,2001,0.769620001
Indonesia,IDN,2002,0.86905998
Indonesia,IDN,2003,0.798189998
Indonesia,IDN,2004,0.792460024
Indonesia,IDN,2006,0.907010019
Indonesia,IDN,2007,0.983699977
Indonesia,IDN,2008,0.909950018
Indonesia,IDN,2009,0.943729997
Indonesia,IDN,2010,0.87282002
Indonesia,IDN,2011,0.849460006
Indonesia,IDN,2012,1.035539985
Indonesia,IDN,2013,1.108150005
Indonesia,IDN,2014,1.115200043
Iran,IRN,1971,0.360709995
Iran,IRN,1972,0.452320009
Iran,IRN,1973,0.459969997
Iran,IRN,1974,0.446949989
Iran,IRN,1975,0.429650009
Iran,IRN,1976,0.421059996
Iran,IRN,1977,0.457630008
Iran,IRN,1978,0.493849993
Iran,IRN,1996,0.582910001
Iran,IRN,1999,0.785430014
Iran,IRN,2000,0.851549983
Iran,IRN,2001,0.933830023
Iran,IRN,2002,0.994449973
Iran,IRN,2003,1.059290051
Iran,IRN,2004,1.080189943
Iran,IRN,2005,1.058150053
Iran,IRN,2006,1.077999949
Iran,IRN,2007,1.112100005
Iran,IRN,2008,1.133970022
Iran,IRN,2009,1.048120022
Iran,IRN,2010,0.988009989
Iran,IRN,2011,0.998070002
Iran,IRN,2012,1.01315999
Iran,IRN,2013,0.960789979
Iran,IRN,2014,0.933470011
Iraq,IRQ,1971,0.307119995
Iraq,IRQ,1972,0.292140007
Iraq,IRQ,1973,0.276760012
Iraq,IRQ,1974,0.34946999
Iraq,IRQ,1975,0.431389987
Iraq,IRQ,1976,0.510510027
Iraq,IRQ,1977,0.492159992
Iraq,IRQ,1978,0.504149973
Iraq,IRQ,1979,0.501569986
Iraq,IRQ,1980,0.467370003
Iraq,IRQ,1981,0.488370001
Iraq,IRQ,1982,0.465110004
Iraq,IRQ,1983,0.47446999
Iraq,IRQ,1984,0.481050014
Iraq,IRQ,1985,0.412319988
Iraq,IRQ,1986,0.572619975
Iraq,IRQ,1987,0.640969992
Iraq,IRQ,1988,0.660279989
Iraq,IRQ,1989,0.619279981
Iraq,IRQ,1999,0.542050004
Iraq,IRQ,2000,0.53907001
Iraq,IRQ,2002,0.541130006
Iraq,IRQ,2004,0.597360015
Iraq,IRQ,2005,0.598730028
Ireland,IRL,1971,0.542710006
Ireland,IRL,1972,0.552590013
Ireland,IRL,1973,0.58664
Ireland,IRL,1974,0.589659989
Ireland,IRL,1976,0.54282999
Ireland,IRL,1977,0.640100002
Ireland,IRL,1978,0.632420003
Ireland,IRL,1979,0.681940019
Ireland,IRL,1980,0.707690001
Ireland,IRL,1981,0.714519978
Ireland,IRL,1982,0.702459991
Ireland,IRL,1983,0.730300009
Ireland,IRL,1984,0.782149971
Ireland,IRL,1985,0.791639984
Ireland,IRL,1986,0.794550002
Ireland,IRL,1987,0.81408
Ireland,IRL,1988,0.837800026
Ireland,IRL,1989,0.833630025
Ireland,IRL,1990,0.867349982
Ireland,IRL,1991,0.889959991
Ireland,IRL,1992,0.930159986
Ireland,IRL,1993,0.971090019
Ireland,IRL,1994,0.977339983
Ireland,IRL,1995,1.018300056
Ireland,IRL,1996,1.074329972
Ireland,IRL,1997,1.116979957
Ireland,IRL,1998,1.163220048
Ireland,IRL,1999,1.19927001
Ireland,IRL,2000,1.228240013
Ireland,IRL,2001,1.261459947
Ireland,IRL,2002,1.279690027
Ireland,IRL,2003,1.308590055
Ireland,IRL,2004,1.279289961
Ireland,IRL,2005,1.264780045
Ireland,IRL,2006,1.274690032
Ireland,IRL,2007,1.267689943
Ireland,IRL,2008,1.211269975
Ireland,IRL,2009,1.190719962
Ireland,IRL,2010,1.116250038
Ireland,IRL,2011,1.088840008
Ireland,IRL,2012,1.062950015
Ireland,IRL,2013,1.057060003
Ireland,IRL,2014,
Israel,ISR,1971,0.847410023
Israel,ISR,1973,0.863889992
Israel,ISR,1975,0.876749992
Israel,ISR,1977,0.89230001
Israel,ISR,1978,0.914059997
Israel,ISR,1979,0.921410024
Israel,ISR,1980,0.945450008
Israel,ISR,1981,1.096930027
Israel,ISR,1982,0.89428997
Israel,ISR,1983,0.906189978
Israel,ISR,1984,0.934409976
Israel,ISR,1986,0.935699999
Israel,ISR,1987,0.907060027
Israel,ISR,1988,0.936190009
Israel,ISR,1989,0.945829988
Israel,ISR,1990,0.975610018
Israel,ISR,1991,1.008329988
Israel,ISR,1993,1.093350053
Israel,ISR,1998,1.348270059
Israel,ISR,1999,1.439880013
Israel,ISR,2000,1.427569985
Israel,ISR,2001,1.396579981
Israel,ISR,2002,1.377130032
Israel,ISR,2003,1.323019981
Israel,ISR,2004,1.323240042
Israel,ISR,2005,1.325839996
Israel,ISR,2006,1.271610022
Israel,ISR,2007,1.306679964
Israel,ISR,2008,1.29242003
Israel,ISR,2009,1.29697001
Israel,ISR,2010,
Israel,ISR,2011,1.321339965
Israel,ISR,2012,1.318809986
Israel,ISR,2013,1.345610023
Israel,ISR,2014,1.343909979
Italy,ITA,1971,0.6171
Italy,ITA,1972,0.602450013
Italy,ITA,1973,0.633859992
Italy,ITA,1974,0.659179986
Italy,ITA,1975,0.658219993
Italy,ITA,1976,0.651679993
Italy,ITA,1977,0.667150021
Italy,ITA,1978,0.694620013
Italy,ITA,1979,0.716040015
Italy,ITA,1980,0.74782002
Italy,ITA,1981,0.758790016
Italy,ITA,1983,0.810519993
Italy,ITA,1984,0.827380002
Italy,ITA,1985,0.852840006
Italy,ITA,1986,0.882399976
Italy,ITA,1987,0.906939983
Italy,ITA,1988,0.924470007
Italy,ITA,1989,0.944069982
Italy,ITA,1990,0.961489975
Italy,ITA,1991,0.938530028
Italy,ITA,1992,1.016129971
Italy,ITA,1993,1.058130026
Italy,ITA,1994,1.09849
Italy,ITA,1995,1.141289949
Italy,ITA,1996,1.163190007
Italy,ITA,1997,1.213289976
Italy,ITA,1998,1.333850026
Italy,ITA,1999,1.273980021
Italy,ITA,2000,1.294589996
Italy,ITA,2001,1.323619962
Italy,ITA,2002,1.33999002
Italy,ITA,2003,1.343539953
Italy,ITA,2004,1.345039964
Italy,ITA,2005,1.367939949
Italy,ITA,2006,1.391589999
Italy,ITA,2007,1.406319976
Italy,ITA,2008,1.415750027
Italy,ITA,2009,1.429710031
Italy,ITA,2010,1.425660014
Italy,ITA,2011,1.428369999
Italy,ITA,2012,1.419749975
Italy,ITA,2013,1.395259976
Italy,ITA,2014,
Jamaica,JAM,1971,0.679889977
Jamaica,JAM,1972,0.632089972
Jamaica,JAM,1973,0.613929987
Jamaica,JAM,1974,0.61334002
Jamaica,JAM,2000,1.831429958
Jamaica,JAM,2001,1.977079988
Jamaica,JAM,2002,2.171149969
Jamaica,JAM,2008,2.313260078
Jamaica,JAM,2009,2.335540056
Jamaica,JAM,2010,2.306900024
Jamaica,JAM,2011,2.332030058
Jamaica,JAM,2012,2.052730083
Jamaica,JAM,2013,2.282749891
Japan,JPN,1971,0.391959995
Japan,JPN,1972,0.393590003
Japan,JPN,1973,0.416060001
Japan,JPN,1974,0.436450005
Japan,JPN,1975,0.464599997
Japan,JPN,1976,0.486750007
Japan,JPN,1977,0.508109987
Japan,JPN,1978,0.494210005
Japan,JPN,1979,0.501810014
Japan,JPN,1980,0.498600006
Japan,JPN,1981,0.502330005
Japan,JPN,1982,0.507189989
Japan,JPN,1983,0.518060029
Japan,JPN,1984,0.527849972
Japan,JPN,1985,0.543709993
Japan,JPN,1986,0.557550013
Japan,JPN,1987,0.582989991
Japan,JPN,1988,0.614790022
Japan,JPN,1989,0.631560028
Japan,JPN,1990,0.65072
Japan,JPN,1991,0.651549995
Japan,JPN,1992,0.707989991
Japan,JPN,1994,0.810940027
Japan,JPN,1995,0.82051003
Japan,JPN,1998,0.843089998
Japan,JPN,1999,0.84701997
Japan,JPN,2000,0.854680002
Japan,JPN,2001,0.853999972
Japan,JPN,2002,0.862600029
Japan,JPN,2003,0.877449989
Japan,JPN,2004,0.887160003
Japan,JPN,2005,0.888660014
Japan,JPN,2006,0.880949974
Japan,JPN,2007,0.879589975
Japan,JPN,2008,0.88527
Japan,JPN,2009,0.887409985
Japan,JPN,2010,0.893180013
Japan,JPN,2011,0.895969987
Japan,JPN,2012,0.902079999
Japan,JPN,2013,0.913110018
Japan,JPN,2014,
Jordan,JOR,1971,0.50079
Jordan,JOR,1972,0.540430009
Jordan,JOR,1973,0.539969981
Jordan,JOR,1974,0.550790012
Jordan,JOR,1975,0.576520026
Jordan,JOR,1976,0.569549978
Jordan,JOR,1977,0.604740024
Jordan,JOR,1978,0.665279984
Jordan,JOR,1979,0.782209992
Jordan,JOR,1980,0.877919972
Jordan,JOR,1981,0.990100026
Jordan,JOR,1982,0.79618001
Jordan,JOR,1983,0.856710017
Jordan,JOR,1984,0.891229987
Jordan,JOR,1985,0.955640018
Jordan,JOR,1986,0.998350024
Jordan,JOR,1987,1.134220004
Jordan,JOR,1988,1.247670054
Jordan,JOR,1989,1.205189943
Jordan,JOR,1990,1.288679957
Jordan,JOR,1991,1.125650048
Jordan,JOR,1992,1.109719992
Jordan,JOR,1993,1.118890047
Jordan,JOR,1994,1.058910012
Jordan,JOR,1996,0.95314002
Jordan,JOR,1997,0.974600017
Jordan,JOR,2000,1.154710054
Jordan,JOR,2002,1.039080024
Jordan,JOR,2003,1.128110051
Jordan,JOR,2004,1.133049965
Jordan,JOR,2005,1.08791995
Jordan,JOR,2006,1.145009995
Jordan,JOR,2007,1.125429988
Jordan,JOR,2008,1.124480009
Jordan,JOR,2009,1.11995995
Jordan,JOR,2010,1.153939962
Jordan,JOR,2011,1.179730058
Jordan,JOR,2012,1.176489949
Kazakhstan,KAZ,1994,1.249660015
Kazakhstan,KAZ,1995,1.257439971
Kazakhstan,KAZ,1996,1.237910032
Kazakhstan,KAZ,1999,1.141299963
Kazakhstan,KAZ,2000,1.15813005
Kazakhstan,KAZ,2006,1.373090029
Kazakhstan,KAZ,2010,1.271600008
Kazakhstan,KAZ,2011,1.263290048
Kazakhstan,KAZ,2012,1.274279952
Kazakhstan,KAZ,2013,1.268790007
Kazakhstan,KAZ,2014,1.263280034
Kazakhstan,KAZ,2015,1.277400017
Kenya,KEN,1984,0.510150015
Kenya,KEN,1985,0.349940002
Kenya,KEN,1987,0.381049991
Kenya,KEN,2000,0.542439997
Kenya,KEN,2001,0.536300004
Kenya,KEN,2002,0.537169993
Kenya,KEN,2004,0.602180004
Kenya,KEN,2005,0.596689999
Kenya,KEN,2009,0.702880025
Kuwait,KWT,1971,1.147349954
Kuwait,KWT,1972,1.152330041
Kuwait,KWT,1973,1.29606998
Kuwait,KWT,1974,1.651710033
Kuwait,KWT,1975,1.773810029
Kuwait,KWT,1976,1.54756999
Kuwait,KWT,1977,1.503810048
Kuwait,KWT,1978,1.464300036
Kuwait,KWT,1979,1.732429981
Kuwait,KWT,1980,1.736809969
Kuwait,KWT,1981,1.751960039
Kuwait,KWT,1982,1.526430011
Kuwait,KWT,1983,1.549649954
Kuwait,KWT,1984,1.330379963
Kuwait,KWT,1985,1.198680043
Kuwait,KWT,1986,1.161489964
Kuwait,KWT,1987,1.104320049
Kuwait,KWT,1988,1.009799957
Kuwait,KWT,1989,1.005010009
Kuwait,KWT,1990,1.314960003
Kuwait,KWT,1992,1.645760059
Kuwait,KWT,1993,1.832209945
Kuwait,KWT,1994,1.597609997
Kuwait,KWT,1995,1.819159985
Kuwait,KWT,1996,1.810969949
Kuwait,KWT,1997,1.965299964
Kuwait,KWT,1999,1.899780035
Kuwait,KWT,2001,1.751109958
Kuwait,KWT,2002,1.863010049
Kuwait,KWT,2003,2.034569979
Kuwait,KWT,2004,2.057719946
Kuwait,KWT,2013,1.619449973
Kyrgyzstan,KGZ,1993,1.331089973
Kyrgyzstan,KGZ,1994,1.300289989
Kyrgyzstan,KGZ,1995,1.249799967
Kyrgyzstan,KGZ,1996,1.208109975
Kyrgyzstan,KGZ,1997,1.212910056
Kyrgyzstan,KGZ,1998,1.15873003
Kyrgyzstan,KGZ,1999,1.041849971
Kyrgyzstan,KGZ,2000,1.014039993
Kyrgyzstan,KGZ,2001,1.044319987
Kyrgyzstan,KGZ,2002,1.140890002
Kyrgyzstan,KGZ,2003,1.191200018
Kyrgyzstan,KGZ,2004,1.189560056
Kyrgyzstan,KGZ,2005,1.249369979
Kyrgyzstan,KGZ,2006,1.265550017
Kyrgyzstan,KGZ,2007,1.290590048
Kyrgyzstan,KGZ,2008,1.358330011
Kyrgyzstan,KGZ,2009,1.336859941
Kyrgyzstan,KGZ,2010,1.299729943
Kyrgyzstan,KGZ,2011,1.24240005
Kyrgyzstan,KGZ,2013,1.290019989
Kyrgyzstan,KGZ,2014,1.303920031
Laos,LAO,1971,0.227009997
Laos,LAO,1972,0.239899993
Laos,LAO,1973,0.245770007
Laos,LAO,1974,0.248809993
Laos,LAO,1975,0.38211
Laos,LAO,1980,0.352169991
Laos,LAO,1981,0.463829994
Laos,LAO,1982,0.477560014
Laos,LAO,1983,0.463660002
Laos,LAO,1985,0.535880029
Laos,LAO,1986,0.566470027
Laos,LAO,1988,0.594829977
Laos,LAO,1990,0.492119998
Laos,LAO,1993,0.42741999
Laos,LAO,1994,0.377490014
Laos,LAO,1995,0.405339986
Laos,LAO,1996,0.437330008
Laos,LAO,1997,0.44145
Laos,LAO,1998,0.432550013
Laos,LAO,1999,0.483689994
Laos,LAO,2000,0.524309993
Laos,LAO,2001,0.587740004
Laos,LAO,2002,0.562430024
Laos,LAO,2003,0.562969983
Laos,LAO,2004,0.616940022
Laos,LAO,2005,0.70490998
Laos,LAO,2006,0.67325002
Laos,LAO,2007,0.718569994
Laos,LAO,2008,0.772140026
Laos,LAO,2009,0.793429971
Laos,LAO,2010,0.765850008
Laos,LAO,2011,0.732010007
Laos,LAO,2012,0.822480023
Laos,LAO,2013,0.878979981
Laos,LAO,2014,0.933329999
Latin America & Caribbean,,1970,0.546679974
Latin America & Caribbean,,1971,0.586099982
Latin America & Caribbean,,1972,0.636189997
Latin America & Caribbean,,1973,0.648140013
Latin America & Caribbean,,1974,0.674210012
Latin America & Caribbean,,1975,0.691500008
Latin America & Caribbean,,1976,0.691470027
Latin America & Caribbean,,1977,0.702040017
Latin America & Caribbean,,1978,0.718490005
Latin America & Caribbean,,1979,0.731819987
Latin America & Caribbean,,1980,0.744599998
Latin America & Caribbean,,1981,0.765280008
Latin America & Caribbean,,1982,0.785880029
Latin America & Caribbean,,1983,0.810109973
Latin America & Caribbean,,1984,0.842530012
Latin America & Caribbean,,1985,0.858810008
Latin America & Caribbean,,1986,0.849910021
Latin America & Caribbean,,1987,0.894070029
Latin America & Caribbean,,1988,0.895009995
Latin America & Caribbean,,1989,0.925639987
Latin America & Caribbean,,1990,0.952189982
Latin America & Caribbean,,1991,0.963
Latin America & Caribbean,,1992,0.984839976
Latin America & Caribbean,,1993,1.014809966
Latin America & Caribbean,,1994,1.038579941
Latin America & Caribbean,,1995,1.07554996
Latin America & Caribbean,,1996,1.102020025
Latin America & Caribbean,,1997,1.137120008
Latin America & Caribbean,,1998,1.139099956
Latin America & Caribbean,,1999,1.158249974
Latin America & Caribbean,,2000,1.181660056
Latin America & Caribbean,,2001,1.159010053
Latin America & Caribbean,,2002,1.183429956
Latin America & Caribbean,,2003,1.195230007
Latin America & Caribbean,,2004,1.192890048
Latin America & Caribbean,,2005,1.211120009
Latin America & Caribbean,,2006,1.230829954
Latin America & Caribbean,,2007,1.26256001
Latin America & Caribbean,,2008,1.276370049
Latin America & Caribbean,,2009,1.28994
Latin America & Caribbean,,2010,1.300279975
Latin America & Caribbean,,2011,1.289849997
Latin America & Caribbean,,2012,1.296569943
Latin America & Caribbean,,2013,1.301609993
Latin America & Caribbean,,2014,1.296599984
Latin America & Caribbean (all income levels),,1970,0.614470005
Latin America & Caribbean (all income levels),,1971,0.608619988
Latin America & Caribbean (all income levels),,1972,0.65456003
Latin America & Caribbean (all income levels),,1973,0.668730021
Latin America & Caribbean (all income levels),,1974,0.692480028
Latin America & Caribbean (all income levels),,1975,0.710129976
Latin America & Caribbean (all income levels),,1976,0.70618999
Latin America & Caribbean (all income levels),,1977,0.717149973
Latin America & Caribbean (all income levels),,1978,0.734990001
Latin America & Caribbean (all income levels),,1979,0.747049987
Latin America & Caribbean (all income levels),,1980,0.761990011
Latin America & Caribbean (all income levels),,1981,0.781589985
Latin America & Caribbean (all income levels),,1982,0.801970005
Latin America & Caribbean (all income levels),,1983,0.831969976
Latin America & Caribbean (all income levels),,1984,0.859560013
Latin America & Caribbean (all income levels),,1985,0.874989986
Latin America & Caribbean (all income levels),,1986,0.868629992
Latin America & Caribbean (all income levels),,1987,0.910589993
Latin America & Caribbean (all income levels),,1988,0.911440015
Latin America & Caribbean (all income levels),,1989,0.940419972
Latin America & Caribbean (all income levels),,1990,0.965820014
Latin America & Caribbean (all income levels),,1991,0.97627002
Latin America & Caribbean (all income levels),,1992,0.995999992
Latin America & Caribbean (all income levels),,1993,1.023910046
Latin America & Caribbean (all income levels),,1994,1.046689987
Latin America & Caribbean (all income levels),,1995,1.080559969
Latin America & Caribbean (all income levels),,1996,1.104709983
Latin America & Caribbean (all income levels),,1997,1.138489962
Latin America & Caribbean (all income levels),,1998,1.140439987
Latin America & Caribbean (all income levels),,1999,1.158110023
Latin America & Caribbean (all income levels),,2000,1.180439949
Latin America & Caribbean (all income levels),,2001,1.158849955
Latin America & Caribbean (all income levels),,2002,1.182399988
Latin America & Caribbean (all income levels),,2003,1.19382
Latin America & Caribbean (all income levels),,2004,1.191439986
Latin America & Caribbean (all income levels),,2005,1.206830025
Latin America & Caribbean (all income levels),,2006,1.227380037
Latin America & Caribbean (all income levels),,2007,1.257969975
Latin America & Caribbean (all income levels),,2008,1.271810055
Latin America & Caribbean (all income levels),,2009,1.285320044
Latin America & Caribbean (all income levels),,2010,1.294229984
Latin America & Caribbean (all income levels),,2011,1.285019994
Latin America & Caribbean (all income levels),,2012,1.292060018
Latin America & Caribbean (all income levels),,2013,1.296149969
Latin America & Caribbean (all income levels),,2014,1.291579962
Latvia,LVA,1981,1.376899958
Latvia,LVA,1982,1.369830012
Latvia,LVA,1983,1.381760001
Latvia,LVA,1984,1.445989966
Latvia,LVA,1985,1.461949944
Latvia,LVA,1986,1.619029999
Latvia,LVA,1987,1.832520008
Latvia,LVA,1988,1.682489991
Latvia,LVA,1989,1.705469966
Latvia,LVA,1990,1.416069984
Latvia,LVA,1991,1.284489989
Latvia,LVA,1992,1.19137001
Latvia,LVA,1997,1.52541995
Latvia,LVA,1998,1.479830027
Latvia,LVA,1999,1.652889967
Latvia,LVA,2000,1.787340045
Latvia,LVA,2001,1.673670053
Latvia,LVA,2002,1.656080008
Latvia,LVA,2003,1.671569943
Latvia,LVA,2004,1.713940024
Latvia,LVA,2005,1.786430001
Latvia,LVA,2006,1.800089955
Latvia,LVA,2007,1.848770022
Latvia,LVA,2008,1.888249993
Latvia,LVA,2009,1.827389956
Latvia,LVA,2010,1.756500006
Latvia,LVA,2011,1.63654995
Latvia,LVA,2012,1.541749954
Latvia,LVA,2013,1.507529974
Latvia,LVA,2014,1.428050041
Least developed countries: UN classification,,1970,0.439009994
Least developed countries: UN classification,,1971,0.430539995
Least developed countries: UN classification,,1972,0.420520008
Least developed countries: UN classification,,1973,0.416720003
Least developed countries: UN classification,,1974,0.388060004
Least developed countries: UN classification,,1975,0.402740002
Least developed countries: UN classification,,1976,0.42098999
Least developed countries: UN classification,,1977,0.435070008
Least developed countries: UN classification,,1978,0.449440002
Least developed countries: UN classification,,1979,0.418610007
Least developed countries: UN classification,,1980,0.42640999
Least developed countries: UN classification,,1981,0.433239996
Least developed countries: UN classification,,1982,0.465050012
Least developed countries: UN classification,,1983,0.428440005
Least developed countries: UN classification,,1984,0.417219996
Least developed countries: UN classification,,1985,0.425870001
Least developed countries: UN classification,,1986,0.416570008
Least developed countries: UN classification,,1987,0.450430006
Least developed countries: UN classification,,1988,0.432370007
Least developed countries: UN classification,,1989,0.431450009
Least developed countries: UN classification,,1990,0.423449993
Least developed countries: UN classification,,1991,0.424950004
Least developed countries: UN classification,,1992,0.43373999
Least developed countries: UN classification,,1993,0.468239993
Least developed countries: UN classification,,1994,0.48199001
Least developed countries: UN classification,,1995,0.500029981
